model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-28 01:38:07,0.0371,Glass Identification,Distributive,,,0.6901
DWN,2025-01-28 01:38:07,0.0390,Glass Identification,Distributive,,,0.6901
DWN,2025-01-28 01:38:07,0.1941,Maternal Health Risk,Distributive,,,0.6537
DWN,2025-01-28 01:38:07,0.0422,Glass Identification,Distributive,,,0.6901
DWN,2025-01-28 01:38:08,0.0413,Glass Identification,Distributive,,,0.6901
DWN,2025-01-28 01:38:08,0.0408,Glass Identification,Distributive,,,0.6620
DWN,2025-01-28 01:38:08,0.1920,Maternal Health Risk,Gaussian,,,0.5786
DWN,2025-01-28 01:38:08,0.2005,Glass Identification,Distributive,,,0.6896
DWN,2025-01-28 01:38:08,0.0383,Glass Identification,Gaussian,,,0.6620
DWN,2025-01-28 01:38:08,0.0376,Glass Identification,Gaussian,,,0.6338
DWN,2025-01-28 01:38:08,0.2033,Maternal Health Risk,Distributive,,,0.6507
DWN,2025-01-28 01:38:08,0.0371,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-28 01:38:08,0.1685,Glass Identification,Distributive,,,0.7373
DWN,2025-01-28 01:38:08,0.1906,Maternal Health Risk,Gaussian,,,0.6286
DWN,2025-01-28 01:38:08,0.0498,Glass Identification,Gaussian,,,0.7324
DWN,2025-01-28 01:38:08,0.0398,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-28 01:38:08,0.0366,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-28 01:38:08,0.2015,Maternal Health Risk,Distributive,,,0.6955
DWN,2025-01-28 01:38:08,0.0469,Glass Identification,Gaussian,,,0.7324
DWN,2025-01-28 01:38:08,0.1959,Glass Identification,Distributive,,,0.7045
DWN,2025-01-28 01:38:08,0.0417,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-28 01:38:08,0.2288,Maternal Health Risk,Gaussian,,,0.6393
DWN,2025-01-28 01:38:08,0.0434,Glass Identification,Gaussian,,,0.6901
DWN,2025-01-28 01:38:08,0.0474,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-28 01:38:08,0.1936,Maternal Health Risk,Distributive,,,0.6746
DWN,2025-01-28 01:38:08,0.0474,Glass Identification,Linear,,,0.6197
DWN,2025-01-28 01:38:08,0.1658,Maternal Health Risk,Gaussian,,,0.7143
DWN,2025-01-28 01:38:08,0.2014,Glass Identification,Gaussian,,,0.6149
DWN,2025-01-28 01:38:08,0.0485,Glass Identification,Linear,,,0.5915
DWN,2025-01-28 01:38:08,0.0489,Glass Identification,Linear,,,0.6197
DWN,2025-01-28 01:38:08,0.2064,Maternal Health Risk,Distributive,,,0.7254
DWN,2025-01-28 01:38:08,0.0519,Glass Identification,Linear,,,0.5775
DWN,2025-01-28 01:38:08,0.1749,Maternal Health Risk,Gaussian,,,0.7036
DWN,2025-01-28 01:38:08,0.0398,Glass Identification,Linear,,,0.5915
DWN,2025-01-28 01:38:08,0.2018,Glass Identification,Gaussian,,,0.6776
DWN,2025-01-28 01:38:08,0.0466,Glass Identification,Linear,,,0.6056
DWN,2025-01-28 01:38:08,0.0443,Glass Identification,Linear,,,0.6620
DWN,2025-01-28 01:38:08,0.2056,Maternal Health Risk,Distributive,,,0.7224
DWN,2025-01-28 01:38:09,0.0410,Glass Identification,Linear,,,0.6479
DWN,2025-01-28 01:38:09,0.1925,Maternal Health Risk,Gaussian,,,0.7357
DWN,2025-01-28 01:38:09,0.0373,Glass Identification,Linear,,,0.6479
DWN,2025-01-28 01:38:09,0.1704,Maternal Health Risk,Distributive,,,0.7104
DWN,2025-01-28 01:38:09,0.1441,Maternal Health Risk,Gaussian,,,0.7786
DWN,2025-01-28 01:38:09,0.1355,Glass Identification,Gaussian,,,0.6627
DWN,2025-01-28 01:38:09,0.2522,Maternal Health Risk,Gaussian,,,0.7250
DWN,2025-01-28 01:38:09,0.2783,Glass Identification,Gaussian,,,0.6478
DWN,2025-01-28 01:38:09,0.3234,Maternal Health Risk,Distributive,,,0.7313
DWN,2025-01-28 01:38:09,0.2159,Maternal Health Risk,Gaussian,,,0.7464
DWN,2025-01-28 01:38:09,0.2109,Glass Identification,Gaussian,,,0.6627
DWN,2025-01-28 01:38:09,0.1915,Maternal Health Risk,Gaussian,,,0.7571
DWN,2025-01-28 01:38:09,0.1871,Glass Identification,Gaussian,,,0.6567
DWN,2025-01-28 01:40:10,89.9533,MNIST,Distributive,,,0.9585
DWN,2025-01-28 01:40:11,89.9216,MNIST,Distributive,,,0.9563
DWN,2025-01-28 01:41:40,89.8821,MNIST,Distributive,,,0.9690
DWN,2025-01-28 01:41:41,89.9061,MNIST,Distributive,,,0.9659
DWN,2025-01-28 01:43:10,89.9259,MNIST,Distributive,,,0.9715
DWN,2025-01-28 01:43:11,89.9471,MNIST,Distributive,,,0.9716
DWN,2025-01-28 01:44:39,89.8078,MNIST,Distributive,,,0.9767
DWN,2025-01-28 01:44:40,89.8245,MNIST,Distributive,,,0.9713
DWN,2025-01-28 01:46:09,89.8648,MNIST,Distributive,,,0.9793
DWN,2025-01-28 01:46:10,89.8794,MNIST,Distributive,,,0.9751
DWN,2025-01-28 01:47:39,89.8292,MNIST,Distributive,,,0.9783
DWN,2025-01-28 01:47:40,89.8529,MNIST,Distributive,,,0.9780
DWN,2025-01-28 01:49:09,89.8505,MNIST,Distributive,,,0.9801
DWN,2025-01-28 01:49:10,89.8392,MNIST,Distributive,,,0.9778
DWN,2025-01-28 01:50:39,89.8707,MNIST,Distributive,,,0.9810
DWN,2025-01-28 01:50:40,89.8692,MNIST,Distributive,,,0.9788
DWN,2025-01-28 01:52:09,89.8218,MNIST,Distributive,,,0.9804
DWN,2025-01-28 01:52:10,89.8457,MNIST,Distributive,,,0.9802
DWN,2025-01-28 01:53:39,89.8384,MNIST,Distributive,,,0.9812
DWN,2025-01-28 01:53:39,89.4705,MNIST,Distributive,,,0.9808
DWN,2025-01-28 01:55:11,90.0715,MNIST,Gaussian,,,0.9598
DWN,2025-01-28 01:55:11,90.0913,MNIST,Gaussian,,,0.9620
DWN,2025-01-28 01:56:41,89.8851,MNIST,Gaussian,,,0.9711
DWN,2025-01-28 01:56:41,89.9351,MNIST,Gaussian,,,0.9678
DWN,2025-01-28 01:58:11,90.0217,MNIST,Gaussian,,,0.9722
DWN,2025-01-28 01:58:11,90.0154,MNIST,Gaussian,,,0.9711
DWN,2025-01-28 01:59:41,89.9240,MNIST,Gaussian,,,0.9734
DWN,2025-01-28 01:59:41,89.9175,MNIST,Gaussian,,,0.9752
DWN,2025-01-28 02:01:11,89.9144,MNIST,Gaussian,,,0.9778
DWN,2025-01-28 02:01:11,89.9078,MNIST,Gaussian,,,0.9771
DWN,2025-01-28 02:02:41,89.9936,MNIST,Gaussian,,,0.9774
DWN,2025-01-28 02:02:41,89.9875,MNIST,Gaussian,,,0.9784
DWN,2025-01-28 02:04:11,89.9197,MNIST,Gaussian,,,0.9792
DWN,2025-01-28 02:04:11,89.9692,MNIST,Gaussian,,,0.9784
DWN,2025-01-28 02:05:41,89.9843,MNIST,Gaussian,,,0.9819
DWN,2025-01-28 02:05:41,90.0347,MNIST,Gaussian,,,0.9804
DWN,2025-01-28 02:07:11,89.9279,MNIST,Gaussian,,,0.9799
DWN,2025-01-28 02:07:11,89.9215,MNIST,Gaussian,,,0.9813
DWN,2025-01-28 02:08:41,89.9886,MNIST,Gaussian,,,0.9802
DWN,2025-01-28 02:08:41,89.9841,MNIST,Gaussian,,,0.9807
DWN,2025-01-28 02:10:14,90.0769,MNIST,Linear,,,0.9596
DWN,2025-01-28 02:10:14,90.0967,MNIST,Linear,,,0.9590
DWN,2025-01-28 02:11:44,89.9078,MNIST,Linear,,,0.9676
DWN,2025-01-28 02:11:44,89.9574,MNIST,Linear,,,0.9708
DWN,2025-01-28 02:13:13,89.8601,MNIST,Linear,,,0.9747
DWN,2025-01-28 02:13:13,89.8555,MNIST,Linear,,,0.9729
DWN,2025-01-28 02:14:43,89.8692,MNIST,Linear,,,0.9758
DWN,2025-01-28 02:14:43,89.9174,MNIST,Linear,,,0.9756
DWN,2025-01-28 02:16:13,89.9443,MNIST,Linear,,,0.9766
DWN,2025-01-28 02:16:13,89.9929,MNIST,Linear,,,0.9761
DWN,2025-01-28 02:17:43,90.0118,MNIST,Linear,,,0.9790
DWN,2025-01-28 02:17:43,90.0070,MNIST,Linear,,,0.9752
DWN,2025-01-28 02:19:13,89.8867,MNIST,Linear,,,0.9784
DWN,2025-01-28 02:19:13,89.9352,MNIST,Linear,,,0.9782
DWN,2025-01-28 02:20:43,89.9722,MNIST,Linear,,,0.9791
DWN,2025-01-28 02:20:43,90.0203,MNIST,Linear,,,0.9797
DWN,2025-01-28 02:22:13,90.0022,MNIST,Linear,,,0.9798
DWN,2025-01-28 02:22:13,89.9954,MNIST,Linear,,,0.9802
DWN,2025-01-28 02:23:43,89.9309,MNIST,Linear,,,0.9797
DWN,2025-01-28 02:23:43,89.9251,MNIST,Linear,,,0.9815
DWN,2025-01-28 02:24:12,0.0504,Ecoli,Distributive,,,0.9800
DWN,2025-01-28 02:24:12,0.0594,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:12,0.0458,Ecoli,Distributive,,,0.9000
DWN,2025-01-28 02:24:12,0.0540,Iris,Distributive,,,0.8800
DWN,2025-01-28 02:24:12,0.0305,Ecoli,Distributive,,,0.9400
DWN,2025-01-28 02:24:12,0.0615,Ecoli,Distributive,,,0.8559
DWN,2025-01-28 02:24:12,0.0961,Iris,Distributive,,,0.8468
DWN,2025-01-28 02:24:12,0.0469,Iris,Distributive,,,0.8800
DWN,2025-01-28 02:24:12,0.0349,Ecoli,Distributive,,,0.9000
DWN,2025-01-28 02:24:12,0.0577,Ecoli,Distributive,,,0.8649
DWN,2025-01-28 02:24:12,0.0286,Ecoli,Distributive,,,0.9400
DWN,2025-01-28 02:24:13,0.0813,Iris,Distributive,,,0.8018
DWN,2025-01-28 02:24:13,0.0634,Iris,Distributive,,,0.9000
DWN,2025-01-28 02:24:13,0.0362,Ecoli,Distributive,,,0.9400
DWN,2025-01-28 02:24:13,0.0550,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0367,Iris,Distributive,,,0.9200
DWN,2025-01-28 02:24:13,0.0357,Ecoli,Distributive,,,0.9800
DWN,2025-01-28 02:24:13,0.0699,Iris,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0648,Ecoli,Distributive,,,0.8468
DWN,2025-01-28 02:24:13,0.0556,Iris,Distributive,,,0.9200
DWN,2025-01-28 02:24:13,0.0406,Ecoli,Distributive,,,0.9800
DWN,2025-01-28 02:24:13,0.0329,Ecoli,Distributive,,,0.9800
DWN,2025-01-28 02:24:13,0.0783,Iris,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0589,Iris,Distributive,,,0.9600
DWN,2025-01-28 02:24:13,0.0722,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0402,Ecoli,Distributive,,,0.9800
DWN,2025-01-28 02:24:13,0.0455,Iris,Distributive,,,0.9200
DWN,2025-01-28 02:24:13,0.0832,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0672,Ecoli,Distributive,,,0.8018
DWN,2025-01-28 02:24:13,0.0448,Ecoli,Gaussian,,,0.9000
DWN,2025-01-28 02:24:13,0.0555,Iris,Distributive,,,0.9200
DWN,2025-01-28 02:24:13,0.0361,Ecoli,Gaussian,,,0.9400
DWN,2025-01-28 02:24:13,0.0664,Iris,Distributive,,,0.7838
DWN,2025-01-28 02:24:13,0.0675,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0471,Iris,Distributive,,,0.9400
DWN,2025-01-28 02:24:13,0.0409,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0486,Iris,Distributive,,,0.9200
DWN,2025-01-28 02:24:13,0.0687,Ecoli,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0406,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0794,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0428,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0519,Ecoli,Distributive,,,0.8198
DWN,2025-01-28 02:24:13,0.0424,Iris,Gaussian,,,0.8800
DWN,2025-01-28 02:24:13,0.0764,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0337,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0372,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0575,Ecoli,Gaussian,,,0.7928
DWN,2025-01-28 02:24:13,0.0711,Iris,Gaussian,,,0.9600
DWN,2025-01-28 02:24:13,0.0341,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0840,Iris,Distributive,,,0.7658
DWN,2025-01-28 02:24:13,0.0473,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0612,Ecoli,Gaussian,,,0.8468
DWN,2025-01-28 02:24:13,0.0356,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0443,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0682,Iris,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0401,Ecoli,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0585,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:13,0.0268,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0278,Ecoli,Linear,,,0.8400
DWN,2025-01-28 02:24:13,0.0561,Ecoli,Gaussian,,,0.8378
DWN,2025-01-28 02:24:13,0.0569,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0323,Ecoli,Linear,,,0.9600
DWN,2025-01-28 02:24:13,0.0843,Iris,Gaussian,,,0.8018
DWN,2025-01-28 02:24:13,0.0464,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0372,Ecoli,Linear,,,0.9400
DWN,2025-01-28 02:24:13,0.0683,Ecoli,Gaussian,,,0.8288
DWN,2025-01-28 02:24:13,0.0347,Ecoli,Linear,,,0.9600
DWN,2025-01-28 02:24:13,0.0685,Iris,Gaussian,,,0.8288
DWN,2025-01-28 02:24:13,0.0594,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0657,Ecoli,Gaussian,,,0.8559
DWN,2025-01-28 02:24:13,0.0363,Ecoli,Linear,,,0.9800
DWN,2025-01-28 02:24:13,0.0300,Ecoli,Linear,,,0.9800
DWN,2025-01-28 02:24:13,0.0691,Iris,Gaussian,,,0.7928
DWN,2025-01-28 02:24:13,0.0577,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:13,0.0854,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:13,0.0369,Ecoli,Linear,,,0.9800
DWN,2025-01-28 02:24:13,0.0271,Ecoli,Linear,,,0.9800
DWN,2025-01-28 02:24:13,0.0651,Iris,Gaussian,,,0.7838
DWN,2025-01-28 02:24:14,0.0560,Ecoli,Gaussian,,,0.8559
DWN,2025-01-28 02:24:14,0.0500,Iris,Gaussian,,,0.9800
DWN,2025-01-28 02:24:14,0.0285,Ecoli,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0573,Ecoli,Gaussian,,,0.8649
DWN,2025-01-28 02:24:14,0.0305,Ecoli,Linear,,,0.9600
DWN,2025-01-28 02:24:14,0.0724,Iris,Gaussian,,,0.8288
DWN,2025-01-28 02:24:14,0.0624,Iris,Linear,,,0.9600
DWN,2025-01-28 02:24:14,0.0439,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:14,0.0542,Iris,Linear,,,0.9200
DWN,2025-01-28 02:24:14,0.0476,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0958,Iris,Gaussian,,,0.8198
DWN,2025-01-28 02:24:14,0.0365,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0564,Iris,Linear,,,0.9400
DWN,2025-01-28 02:24:14,0.0741,Ecoli,Linear,,,0.7658
DWN,2025-01-28 02:24:14,0.0409,Ecoli,Scatter Code,100,50,0.3200
DWN,2025-01-28 02:24:14,0.0768,Iris,Gaussian,,,0.7928
DWN,2025-01-28 02:24:14,0.0615,Iris,Linear,,,0.9600
DWN,2025-01-28 02:24:14,0.0415,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0752,Ecoli,Linear,,,0.7928
DWN,2025-01-28 02:24:14,0.0519,Iris,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0420,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0798,Iris,Gaussian,,,0.8468
DWN,2025-01-28 02:24:14,0.0645,Ecoli,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0362,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0597,Iris,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0678,Ecoli,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0851,Iris,Gaussian,,,0.8198
DWN,2025-01-28 02:24:14,0.0508,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0532,Iris,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0424,Ecoli,Scatter Code,100,50,0.3200
DWN,2025-01-28 02:24:14,0.0535,Iris,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0781,Ecoli,Linear,,,0.8378
DWN,2025-01-28 02:24:14,0.0778,Iris,Gaussian,,,0.8018
DWN,2025-01-28 02:24:14,0.0425,Ecoli,Scatter Code,100,50,0.3000
DWN,2025-01-28 02:24:14,0.0410,Iris,Linear,,,0.9800
DWN,2025-01-28 02:24:14,0.0421,Ecoli,Scatter Code,100,50,0.3800
DWN,2025-01-28 02:24:14,0.0745,Ecoli,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0391,Iris,Linear,,,0.9600
DWN,2025-01-28 02:24:14,0.0731,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0313,Ecoli,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0378,Iris,Scatter Code,100,100,1.0000
DWN,2025-01-28 02:24:14,0.0999,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0826,Ecoli,Linear,,,0.7928
DWN,2025-01-28 02:24:14,0.0204,Iris,Scatter Code,100,100,1.0000
DWN,2025-01-28 02:24:14,0.0387,Iris,Scatter Code,100,100,1.0000
DWN,2025-01-28 02:24:14,0.0576,Ecoli,Linear,,,0.8378
DWN,2025-01-28 02:24:14,0.0610,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0384,Iris,Scatter Code,100,100,1.0000
DWN,2025-01-28 02:24:14,0.0589,Ecoli,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0575,Iris,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0376,Iris,Scatter Code,100,100,0.9800
DWN,2025-01-28 02:24:14,0.0195,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0654,Iris,Scatter Code,100,100,0.9600
DWN,2025-01-28 02:24:14,0.0681,Iris,Linear,,,0.8468
DWN,2025-01-28 02:24:14,0.0589,Ecoli,Scatter Code,100,50,0.1532
DWN,2025-01-28 02:24:14,0.0353,Iris,Scatter Code,100,100,0.9600
DWN,2025-01-28 02:24:15,0.0359,Iris,Scatter Code,100,100,0.9800
DWN,2025-01-28 02:24:15,0.0551,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:15,0.0541,Ecoli,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0349,Iris,Scatter Code,100,100,0.9800
DWN,2025-01-28 02:24:15,0.0543,Ecoli,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0618,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:15,0.0314,Iris,Scatter Code,100,100,0.9800
DWN,2025-01-28 02:24:15,0.0434,Ecoli,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0406,Iris,Linear,,,0.8468
DWN,2025-01-28 02:24:15,0.0365,Ecoli,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0375,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:15,0.0262,Ecoli,Scatter Code,100,50,0.1892
DWN,2025-01-28 02:24:15,0.1149,Wine Quality,Scatter Code,100,50,0.0090
DWN,2025-01-28 02:24:15,0.0868,Wine Quality,Scatter Code,100,100,0.7568
DWN,2025-01-28 02:24:15,0.0873,Wine Quality,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0809,Wine Quality,Scatter Code,100,100,0.7838
DWN,2025-01-28 02:24:15,0.0792,Wine Quality,Scatter Code,100,50,0.1532
DWN,2025-01-28 02:24:15,0.0765,Wine Quality,Scatter Code,100,100,0.8288
DWN,2025-01-28 02:24:15,0.0821,Wine Quality,Scatter Code,100,50,0.4595
DWN,2025-01-28 02:24:15,0.0854,Wine Quality,Scatter Code,100,100,0.8108
DWN,2025-01-28 02:24:15,0.0613,Wine Quality,Scatter Code,100,100,0.8378
DWN,2025-01-28 02:24:15,0.0593,Wine Quality,Scatter Code,100,100,0.8468
DWN,2025-01-28 02:24:15,0.0612,Wine Quality,Scatter Code,100,100,0.8468
DWN,2025-01-28 02:24:15,0.0756,Wine Quality,Scatter Code,100,100,0.8378
DWN,2025-01-28 02:24:16,0.0880,Wine Quality,Scatter Code,100,100,0.8288
DWN,2025-01-28 02:24:16,0.0816,Wine Quality,Scatter Code,100,100,0.8468
DWN,2025-01-28 02:24:16,1.1503,EEG Eye State,Distributive,,,0.4592
DWN,2025-01-28 02:24:16,1.1300,Wine Quality,Distributive,,,0.4545
DWN,2025-01-28 02:24:17,0.9072,EEG Eye State,Distributive,,,0.4830
DWN,2025-01-28 02:24:17,0.9866,EEG Eye State,Distributive,,,0.4853
DWN,2025-01-28 02:24:18,2.0102,EEG Eye State,Distributive,,,0.7601
DWN,2025-01-28 02:24:18,1.0655,EEG Eye State,Distributive,,,0.4876
DWN,2025-01-28 02:24:18,1.2512,EEG Eye State,Distributive,,,0.4779
DWN,2025-01-28 02:24:19,1.1086,EEG Eye State,Distributive,,,0.5026
DWN,2025-01-28 02:24:20,1.1953,EEG Eye State,Distributive,,,0.4914
DWN,2025-01-28 02:24:20,3.0621,EEG Eye State,Distributive,,,0.7735
DWN,2025-01-28 02:24:20,2.3485,EEG Eye State,Distributive,,,0.8066
DWN,2025-01-28 02:24:20,1.1395,EEG Eye State,Distributive,,,0.5198
DWN,2025-01-28 02:24:21,1.2901,EEG Eye State,Distributive,,,0.5161
DWN,2025-01-28 02:24:21,1.1122,EEG Eye State,Distributive,,,0.5291
DWN,2025-01-28 02:24:22,1.2489,EEG Eye State,Distributive,,,0.4956
DWN,2025-01-28 02:24:22,2.3810,EEG Eye State,Distributive,,,0.8050
DWN,2025-01-28 02:24:22,1.1448,EEG Eye State,Distributive,,,0.5138
DWN,2025-01-28 02:24:23,1.1921,EEG Eye State,Distributive,,,0.5189
DWN,2025-01-28 02:24:24,3.6682,EEG Eye State,Distributive,,,0.8036
DWN,2025-01-28 02:24:24,1.1249,EEG Eye State,Distributive,,,0.5114
DWN,2025-01-28 02:24:24,1.1964,EEG Eye State,Distributive,,,0.5044
DWN,2025-01-28 02:24:25,2.3144,EEG Eye State,Distributive,,,0.8228
DWN,2025-01-28 02:24:25,1.1427,EEG Eye State,Distributive,,,0.5184
DWN,2025-01-28 02:24:26,1.2785,EEG Eye State,Distributive,,,0.5198
DWN,2025-01-28 02:24:26,1.1720,EEG Eye State,Distributive,,,0.5207
DWN,2025-01-28 02:24:27,3.3820,EEG Eye State,Distributive,,,0.7975
DWN,2025-01-28 02:24:27,2.5146,EEG Eye State,Distributive,,,0.8356
DWN,2025-01-28 02:24:27,1.3228,EEG Eye State,Distributive,,,0.5133
DWN,2025-01-28 02:24:27,1.2599,EEG Eye State,Gaussian,,,0.4765
DWN,2025-01-28 02:24:28,1.1691,EEG Eye State,Gaussian,,,0.4727
DWN,2025-01-28 02:24:28,1.2921,EEG Eye State,Gaussian,,,0.4695
DWN,2025-01-28 02:24:29,2.2839,EEG Eye State,Distributive,,,0.8447
DWN,2025-01-28 02:24:30,1.2179,EEG Eye State,Gaussian,,,0.4816
DWN,2025-01-28 02:24:30,1.2534,EEG Eye State,Gaussian,,,0.4657
DWN,2025-01-28 02:24:30,3.2641,EEG Eye State,Distributive,,,0.8258
DWN,2025-01-28 02:24:31,1.1786,EEG Eye State,Gaussian,,,0.4890
DWN,2025-01-28 02:24:31,1.2150,EEG Eye State,Gaussian,,,0.4653
DWN,2025-01-28 02:24:32,2.4533,EEG Eye State,Distributive,,,0.8366
DWN,2025-01-28 02:24:32,1.1340,EEG Eye State,Gaussian,,,0.4727
DWN,2025-01-28 02:24:32,1.3369,EEG Eye State,Gaussian,,,0.4853
DWN,2025-01-28 02:24:33,1.0902,EEG Eye State,Gaussian,,,0.4928
DWN,2025-01-28 02:24:33,3.2162,EEG Eye State,Distributive,,,0.8358
DWN,2025-01-28 02:24:33,1.2155,EEG Eye State,Gaussian,,,0.5040
DWN,2025-01-28 02:24:34,1.1543,EEG Eye State,Gaussian,,,0.5184
DWN,2025-01-28 02:24:34,2.4213,EEG Eye State,Distributive,,,0.8550
DWN,2025-01-28 02:24:35,1.2192,EEG Eye State,Gaussian,,,0.4914
DWN,2025-01-28 02:24:35,1.1707,EEG Eye State,Gaussian,,,0.5054
DWN,2025-01-28 02:24:36,1.2437,EEG Eye State,Gaussian,,,0.4993
DWN,2025-01-28 02:24:37,3.2050,EEG Eye State,Distributive,,,0.8465
DWN,2025-01-28 02:24:37,1.2129,EEG Eye State,Gaussian,,,0.4839
DWN,2025-01-28 02:24:37,2.4098,EEG Eye State,Distributive,,,0.8416
DWN,2025-01-28 02:24:37,1.2691,EEG Eye State,Gaussian,,,0.4779
DWN,2025-01-28 02:24:38,1.2231,EEG Eye State,Gaussian,,,0.5096
DWN,2025-01-28 02:24:38,1.1799,EEG Eye State,Gaussian,,,0.4881
DWN,2025-01-28 02:24:39,1.1245,EEG Eye State,Linear,,,0.4615
DWN,2025-01-28 02:24:39,2.4959,EEG Eye State,Distributive,,,0.8578
DWN,2025-01-28 02:24:40,1.3094,EEG Eye State,Gaussian,,,0.5193
DWN,2025-01-28 02:24:40,1.1540,EEG Eye State,Linear,,,0.4382
DWN,2025-01-28 02:24:40,3.6364,EEG Eye State,Distributive,,,0.8402
DWN,2025-01-28 02:24:41,1.2687,EEG Eye State,Linear,,,0.4480
DWN,2025-01-28 02:24:41,1.1433,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:42,2.3558,EEG Eye State,Gaussian,,,0.5583
DWN,2025-01-28 02:24:42,1.2192,EEG Eye State,Linear,,,0.4490
DWN,2025-01-28 02:24:42,1.1234,EEG Eye State,Linear,,,0.4555
DWN,2025-01-28 02:24:43,1.2150,EEG Eye State,Linear,,,0.4634
DWN,2025-01-28 02:24:43,3.2465,EEG Eye State,Distributive,,,0.8473
DWN,2025-01-28 02:24:44,1.1528,EEG Eye State,Linear,,,0.4657
DWN,2025-01-28 02:24:44,2.4401,EEG Eye State,Gaussian,,,0.6078
DWN,2025-01-28 02:24:45,1.2581,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:45,1.1674,EEG Eye State,Linear,,,0.4713
DWN,2025-01-28 02:24:46,1.1196,EEG Eye State,Linear,,,0.4881
